TIMESTAMP;TASK_INSTANCE_ID;NAME;ORDER_NUM;ELAPSED_TIME
25:17,0;50;bottom;1;
25:19,7;50;piston;2;2638
25:23,5;50;small_spring;3;3860
25:26,6;50;cap;4;3099
25:36,5;50;hex_screw_1;5;9852
25:49,5;50;hex_screw_2;6;13018
26:03,6;50;valve;7;14161
26:07,4;50;top;8;3789
26:09,2;50;hex_piston;9;1774
26:17,0;50;large_spring;10;7742
26:23,7;50;screw_1;11;6702
26:42,1;50;scew_2;12;18475
27:00,2;50;scew_3;13;18118
27:11,1;50;scew_4;14;10831
27:26,1;50;ring;15;15026
27:33,9;50;dummy_piston;16;7793
27:48,8;51;bottom;1;
27:51,1;51;piston;2;2329
27:56,6;51;small_spring;3;5515
27:59,7;51;cap;4;3073
28:09,0;51;hex_screw_1;5;9264
28:23,2;51;hex_screw_2;6;14200
28:39,9;51;valve;7;16757
28:44,6;51;top;8;4695
28:46,8;51;hex_piston;9;2210
28:51,6;51;large_spring;10;4832
28:59,9;51;screw_1;11;8280
29:12,2;51;scew_2;12;12242
29:22,7;51;scew_3;13;10549
29:33,0;51;scew_4;14;10298
29:41,4;51;ring;15;8339
29:49,5;51;dummy_piston;16;8151
30:01,3;52;bottom;1;
30:03,3;52;piston;2;1997
30:06,1;52;small_spring;3;2806
30:08,8;52;cap;4;2662
30:17,9;52;hex_screw_1;5;9055
30:26,1;52;hex_screw_2;6;8281
30:34,2;52;valve;7;8080
30:34,3;52;top;8;79
30:38,5;52;hex_piston;9;4240
30:44,1;52;large_spring;10;5571
30:49,1;52;screw_1;11;4975
30:58,5;52;scew_2;12;9447
31:11,9;52;scew_3;13;13332
31:18,1;52;scew_4;14;6231
31:27,1;52;ring;15;9011
31:33,9;52;dummy_piston;16;6790
31:43,7;53;bottom;1;
31:45,1;53;piston;2;1418
31:48,9;53;small_spring;3;3844
31:50,9;53;cap;4;1949
32:07,8;53;hex_screw_1;5;16959
32:15,9;53;hex_screw_2;6;8077
32:29,3;53;valve;7;13366
32:34,4;53;top;8;5147
32:35,8;53;hex_piston;9;1415
32:41,5;53;large_spring;10;5674
32:46,2;53;screw_1;11;4730
32:53,7;53;scew_2;12;7461
33:02,1;53;scew_3;13;8426
33:08,4;53;scew_4;14;6312
33:14,5;53;ring;15;6071
33:20,2;53;dummy_piston;16;5717
33:28,5;54;bottom;1;
33:31,2;54;piston;2;2665
33:33,3;54;small_spring;3;2092
33:35,5;54;cap;4;2205
33:41,1;54;hex_screw_1;5;5596
33:49,0;54;hex_screw_2;6;7881
34:04,0;54;valve;7;15060
34:04,1;54;top;8;103
34:09,5;54;hex_piston;9;5387
34:19,7;54;large_spring;10;10130
34:24,7;54;screw_1;11;5012
34:32,0;54;scew_2;12;7287
34:41,8;54;scew_3;13;9791
34:48,8;54;scew_4;14;7069
34:56,5;54;ring;15;7709
35:00,0;54;dummy_piston;16;3473
35:06,6;55;bottom;1;
35:07,8;55;piston;2;1214
35:09,7;55;small_spring;3;1911
35:11,8;55;cap;4;2087
35:16,3;55;hex_screw_1;5;4551
35:23,8;55;hex_screw_2;6;7466
35:33,0;55;valve;7;9200
35:35,4;55;top;8;2428
35:37,1;55;hex_piston;9;1656
35:45,6;55;large_spring;10;8567
35:51,5;55;screw_1;11;5908
35:58,9;55;scew_2;12;7363
36:05,7;55;scew_3;13;6798
36:12,8;55;scew_4;14;7132
36:18,9;55;ring;15;6070
36:23,0;55;dummy_piston;16;4078
36:29,3;56;bottom;1;
36:32,3;56;piston;2;3028
36:35,8;56;small_spring;3;3525
36:39,0;56;cap;4;3230
36:47,7;56;hex_screw_1;5;8626
36:55,7;56;hex_screw_2;6;8032
37:02,8;56;valve;7;7141
37:07,7;56;top;8;4833
37:09,5;56;hex_piston;9;1815
37:13,0;56;large_spring;10;3489
37:19,3;56;screw_1;11;6282
37:27,5;56;scew_2;12;8221
37:35,6;56;scew_3;13;8149
37:42,8;56;scew_4;14;7171
37:49,8;56;ring;15;7000
37:53,8;56;dummy_piston;16;4033
38:08,0;57;bottom;1;
38:10,4;57;piston;2;2446
38:12,4;57;small_spring;3;2004
38:14,4;57;cap;4;2000
38:20,8;57;hex_screw_1;5;6391
38:26,6;57;hex_screw_2;6;5808
38:32,5;57;valve;7;5828
38:35,9;57;top;8;3389
38:36,9;57;hex_piston;9;1030
38:40,9;57;large_spring;10;3995
38:46,0;57;screw_1;11;5168
38:55,2;57;scew_2;12;9109
39:02,6;57;scew_3;13;7461
39:10,3;57;scew_4;14;7726
39:17,0;57;ring;15;6662
39:22,6;57;dummy_piston;16;5604
39:31,2;58;bottom;1;
39:34,9;58;piston;2;3718
39:37,6;58;small_spring;3;2715
39:39,6;58;cap;4;1977
39:45,2;58;hex_screw_1;5;5656
39:52,1;58;hex_screw_2;6;6887
39:58,5;58;valve;7;6340
40:01,6;58;top;8;3085
40:03,6;58;hex_piston;9;2066
40:09,6;58;large_spring;10;5935
40:14,7;58;screw_1;11;5133
40:23,9;58;scew_2;12;9164
40:31,5;58;scew_3;13;7599
40:37,9;58;scew_4;14;6409
40:43,7;58;ring;15;5790
40:48,2;58;dummy_piston;16;4596
40:57,3;59;bottom;1;
40:59,9;59;piston;2;2558
41:02,9;59;small_spring;3;3055
41:06,0;59;cap;4;3140
41:11,8;59;hex_screw_1;5;5738
41:20,5;59;hex_screw_2;6;8766
41:27,6;59;valve;7;7077
41:33,1;59;top;8;5489
41:34,3;59;hex_piston;9;1164
41:40,7;59;large_spring;10;6373
41:48,0;59;screw_1;11;7325
41:57,6;59;scew_2;12;9646
42:05,6;59;scew_3;13;7942
42:14,7;59;scew_4;14;9133
42:23,6;59;ring;15;8947
42:30,3;59;dummy_piston;16;6661
42:41,2;60;bottom;1;
42:43,8;60;piston;2;2638
42:46,5;60;small_spring;3;2698
42:48,8;60;cap;4;2295
42:58,4;60;hex_screw_1;5;9611
43:05,3;60;hex_screw_2;6;6860
43:28,9;60;valve;7;23586
43:31,8;60;top;8;2953
43:33,5;60;hex_piston;9;1686
43:39,4;60;large_spring;10;5913
43:48,7;60;screw_1;11;9262
43:58,8;60;scew_2;12;10119
44:05,6;60;scew_3;13;6768
44:15,1;60;scew_4;14;9524
44:22,9;60;ring;15;7854
44:27,6;60;dummy_piston;16;4641
44:36,7;61;bottom;1;
44:38,7;61;piston;2;2038
44:41,6;61;small_spring;3;2860
44:44,0;61;cap;4;2384
44:49,4;61;hex_screw_1;5;5438
44:55,2;61;hex_screw_2;6;5826
45:01,3;61;valve;7;6079
45:04,3;61;top;8;2988
45:54,4;61;hex_piston;9;50061
45:58,8;61;large_spring;10;4399
46:10,1;61;screw_1;11;11316
46:18,9;61;scew_2;12;8777
46:25,2;61;scew_3;13;6318
46:31,6;61;scew_4;14;6460
46:38,5;61;ring;15;6903
46:45,9;61;dummy_piston;16;7355
46:54,2;62;bottom;1;
46:56,4;62;piston;2;2151
46:59,0;62;small_spring;3;2561
47:01,8;62;cap;4;2860
47:07,3;62;hex_screw_1;5;5527
47:11,6;62;hex_screw_2;6;4258
47:17,8;62;valve;7;6211
47:23,1;62;top;8;5307
47:23,9;62;hex_piston;9;806
47:28,6;62;large_spring;10;4691
47:34,2;62;screw_1;11;5534
47:41,7;62;scew_2;12;7565
47:48,8;62;scew_3;13;7065
47:56,5;62;scew_4;14;7758
48:04,0;62;ring;15;7413
48:11,1;62;dummy_piston;16;7150
48:22,0;63;bottom;1;
48:23,4;63;piston;2;1384
48:26,3;63;small_spring;3;2962
48:28,6;63;cap;4;2329
48:34,2;63;hex_screw_1;5;5506
48:40,0;63;hex_screw_2;6;5878
49:15,7;63;valve;7;35633
49:18,7;63;top;8;3045
49:20,1;63;hex_piston;9;1354
49:24,7;63;large_spring;10;4612
49:33,2;63;screw_1;11;8496
49:41,6;63;scew_2;12;8394
49:49,2;63;scew_3;13;7653
49:56,0;63;scew_4;14;6783
50:01,8;63;ring;15;5754
50:06,4;63;dummy_piston;16;4681
50:14,5;64;bottom;1;
50:15,8;64;piston;2;1250
50:18,3;64;small_spring;3;2519
50:20,4;64;cap;4;2083
50:24,8;64;hex_screw_1;5;4408
50:28,7;64;hex_screw_2;6;3862
50:32,9;64;valve;7;4284
50:35,5;64;top;8;2547
50:36,3;64;hex_piston;9;834
50:42,4;64;large_spring;10;6095
50:48,1;64;screw_1;11;5645
50:55,6;64;scew_2;12;7568
51:02,1;64;scew_3;13;6505
51:08,8;64;scew_4;14;6676
51:14,6;64;ring;15;5795
51:20,7;64;dummy_piston;16;6045
51:29,1;65;bottom;1;
51:31,4;65;piston;2;2278
51:34,5;65;small_spring;3;3108
51:37,7;65;cap;4;3220
51:46,3;65;hex_screw_1;5;8517
51:54,1;65;hex_screw_2;6;7853
52:05,2;65;valve;7;11092
52:10,0;65;top;8;4793
52:12,1;65;hex_piston;9;2117
52:15,6;65;large_spring;10;3528
52:23,7;65;screw_1;11;8029
52:33,5;65;scew_2;12;9809
52:42,4;65;scew_3;13;8878
52:50,1;65;scew_4;14;7709
52:58,1;65;ring;15;8025
53:07,4;65;dummy_piston;16;9323
53:17,7;66;bottom;1;
53:22,6;66;piston;2;4894
53:27,6;66;small_spring;3;4998
53:30,9;66;cap;4;3365
53:39,4;66;hex_screw_1;5;8497
53:49,5;66;hex_screw_2;6;10130
54:03,1;66;valve;7;13593
54:06,9;66;top;8;3750
54:09,5;66;hex_piston;9;2608
54:16,7;66;large_spring;10;7178
54:22,6;66;screw_1;11;5932
54:37,5;66;scew_2;12;14904
54:46,3;66;scew_3;13;8834
55:06,1;66;scew_4;14;19734
55:14,9;66;ring;15;8813
55:25,4;66;dummy_piston;16;10513
55:38,3;67;bottom;1;
55:41,6;67;piston;2;3282
55:45,6;67;small_spring;3;3990
55:49,0;67;cap;4;3370
56:00,2;67;hex_screw_1;5;11202
56:14,9;67;hex_screw_2;6;14700
56:41,2;67;valve;7;26371
56:47,9;67;top;8;6657
56:51,5;67;hex_piston;9;3586
56:55,7;67;large_spring;10;4166
57:01,5;67;screw_1;11;5868
57:13,4;67;scew_2;12;11922
57:25,4;67;scew_3;13;11999
57:34,9;67;scew_4;14;9499
57:46,1;67;ring;15;11130
57:54,8;67;dummy_piston;16;8759
58:13,5;68;bottom;1;
58:16,4;68;piston;2;2980
58:19,9;68;small_spring;3;3427
58:23,8;68;cap;4;3940
58:32,0;68;hex_screw_1;5;8191
58:44,9;68;hex_screw_2;6;12862
59:01,6;68;valve;7;16758
59:05,8;68;top;8;4207
59:09,9;68;hex_piston;9;4043
59:15,8;68;large_spring;10;5908
59:24,1;68;screw_1;11;8343
59:35,0;68;scew_2;12;10874
59:43,7;68;scew_3;13;8719
59:52,8;68;scew_4;14;9061
59:59,8;68;ring;15;6977
00:14,2;68;dummy_piston;16;14482
